序號,商店名稱,售貨員帳號,交易日期,交易時間,是否退款,交易序號,交易類別,卡號,發卡公司,卡別,發票號碼,發票類別,發票狀態,發票列印狀態,載具號碼,買方統編,卡機號碼,清分狀態,清分日期,原始金額,實際扣款金額,優惠金額,退款金額,行動支付交易序號,所屬公司ID,公司ID
28.0,希利創新_7-11 高鳳儀,1952upload,20260212,213205,否,AM69220CFA-260212213205,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04664,卡機未結帳,,10,10,0,,,1946,1952
29.0,希利創新_7-11 冠亨,1947upload,20260212,213058,否,AM690F282E-260212213058,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
30.0,希利創新_7-11 冠亨,1947upload,20260212,211449,否,AM691829A5-260212211449,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
31.0,希利創新_7-11 冠亨,1947upload,20260212,211440,否,AM691829A5-260212211440,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
32.0,希利創新_7-11 冠亨,1947upload,20260212,211425,否,AM691829A5-260212211425,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
33.0,希利創新_7-11 冠亨,1947upload,20260212,211413,否,AM691829A5-260212211413,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
34.0,希利創新_7-11 冠亨,1947upload,20260212,211358,否,AM691829A5-260212211358,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
35.0,希利創新_7-11 高鳳儀,1952upload,20260212,211326,否,AM6905195C-260212211326,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01887,卡機未結帳,,10,10,0,,,1946,1952
36.0,希利創新_7-11 愿橋,1950upload,20260212,211338,否,AM69240C45-260212211338,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04672,卡機未結帳,,10,10,0,,,1946,1950
37.0,希利創新_7-11 冠亨,1947upload,20260212,211334,否,AM691829A5-260212211334,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
38.0,希利創新_7-11 高鳳儀,1952upload,20260212,211301,否,AM6905195C-260212211301,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01887,卡機未結帳,,10,10,0,,,1946,1952
39.0,希利創新_7-11 高鳳儀,1952upload,20260212,211233,否,AM6905195C-260212211233,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01887,卡機未結帳,,10,10,0,,,1946,1952
40.0,希利創新_7-11 愿橋,1950upload,20260212,210652,否,AM69240C45-260212210652,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04672,卡機未結帳,,10,10,0,,,1946,1950
41.0,希利創新_7-11 愿橋,1950upload,20260212,210611,否,AM691808D2-260212210611,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01940,卡機未結帳,,10,10,0,,,1946,1950
42.0,希利創新_7-11 愿橋,1950upload,20260212,210452,否,AM69223B38-260212210452,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04673,卡機未結帳,,10,10,0,,,1946,1950
43.0,希利創新_7-11 愿橋,1950upload,20260212,210354,否,AM691808D2-260212210354,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01940,卡機未結帳,,10,10,0,,,1946,1950
44.0,希利創新_7-11 十興,1949upload,20260212,210150,否,AM69352EC3-260212210150,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05742,卡機未結帳,,10,10,0,,,1946,1949
45.0,希利創新_7-11 十興,1949upload,20260212,210138,否,AM69352EC3-260212210138,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05742,卡機未結帳,,10,10,0,,,1946,1949
46.0,希利創新_7-11 十興,1949upload,20260212,210122,否,AM69352EC3-260212210122,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05742,卡機未結帳,,10,10,0,,,1946,1949
47.0,希利創新_7-11 十興,1949upload,20260212,210109,否,AM69352EC3-260212210109,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05742,卡機未結帳,,10,10,0,,,1946,1949
48.0,希利創新_7-11 冠亨,1947upload,20260212,195226,否,AM691829A5-260212195226,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
49.0,希利創新_7-11 冠亨,1947upload,20260212,195215,否,AM691829A5-260212195215,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
50.0,希利創新_7-11 冠亨,1947upload,20260212,195159,否,AM691829A5-260212195159,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
51.0,希利創新_7-11 冠亨,1947upload,20260212,195150,否,AM691829A5-260212195150,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
52.0,希利創新_7-11 冠亨,1947upload,20260212,195134,否,AM691829A5-260212195134,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
53.0,希利創新_7-11 冠亨,1947upload,20260212,195113,否,AM691829A5-260212195113,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
54.0,希利創新_7-11 冠亨,1947upload,20260212,195104,否,AM691829A5-260212195104,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
55.0,希利創新_7-11 冠亨,1947upload,20260212,194801,否,AM692023CF-260212194801,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
56.0,希利創新_7-11 冠亨,1947upload,20260212,194738,否,AM692023CF-260212194738,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
57.0,希利創新_7-11 冠亨,1947upload,20260212,194720,否,AM692023CF-260212194720,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
58.0,希利創新_7-11 冠亨,1947upload,20260212,194655,否,AM692023CF-260212194655,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
59.0,希利創新_7-11 冠亨,1947upload,20260212,194627,否,AM692023CF-260212194627,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
60.0,希利創新_7-11 冠亨,1947upload,20260212,194608,否,AM692023CF-260212194608,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
61.0,希利創新_7-11 冠亨,1947upload,20260212,194548,否,AM692023CF-260212194548,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
62.0,希利創新_7-11 冠亨,1947upload,20260212,194529,否,AM692023CF-260212194529,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
63.0,希利創新_7-11 冠亨,1947upload,20260212,194511,否,AM692023CF-260212194511,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
64.0,希利創新_7-11 冠亨,1947upload,20260212,194448,否,AM692023CF-260212194448,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
65.0,希利創新_7-11 冠亨,1947upload,20260212,194427,否,AM692023CF-260212194427,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
66.0,希利創新_7-11 冠亨,1947upload,20260212,194409,否,AM692023CF-260212194409,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
67.0,希利創新_7-11 冠亨,1947upload,20260212,194355,否,AM692023CF-260212194355,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
68.0,希利創新_7-11 冠亨,1947upload,20260212,194340,否,AM692023CF-260212194340,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
69.0,希利創新_7-11 冠亨,1947upload,20260212,194321,否,AM692023CF-260212194321,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
70.0,希利創新_7-11 冠亨,1947upload,20260212,194301,否,AM692023CF-260212194301,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
71.0,希利創新_7-11 冠亨,1947upload,20260212,194242,否,AM692023CF-260212194242,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
72.0,希利創新_7-11 冠亨,1947upload,20260212,194224,否,AM692023CF-260212194224,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
73.0,希利創新_7-11 冠亨,1947upload,20260212,194208,否,AM692023CF-260212194208,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
74.0,希利創新_7-11 冠亨,1947upload,20260212,194147,否,AM692023CF-260212194147,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
75.0,希利創新_7-11 冠亨,1947upload,20260212,194129,否,AM692023CF-260212194129,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
76.0,希利創新_7-11 冠亨,1947upload,20260212,194113,否,AM692023CF-260212194113,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
77.0,希利創新_7-11 冠亨,1947upload,20260212,194052,否,AM692023CF-260212194052,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
78.0,希利創新_7-11 冠亨,1947upload,20260212,194034,否,AM692023CF-260212194034,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
79.0,希利創新_7-11 冠亨,1947upload,20260212,194018,否,AM692023CF-260212194018,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
80.0,希利創新_7-11 瑞賢,1953upload,20260212,193201,否,AM691A31F3-260212193201,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
81.0,希利創新_7-11 冠亨,1947upload,20260212,193036,否,AM69082E5C-260212193036,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
82.0,希利創新_7-11 高鳳儀,1952upload,20260212,192301,否,AM69303D35-260212192301,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01825,卡機未結帳,,10,10,0,,,1946,1952
83.0,希利創新_7-11 高鳳儀,1952upload,20260212,192024,否,AM69303D35-260212192024,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01825,卡機未結帳,,10,10,0,,,1946,1952
84.0,希利創新_7-11 科有,1948upload,20260212,191815,否,AM692D244E-260212191815,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
85.0,希利創新_7-11 科有,1948upload,20260212,191241,否,AM692D244E-260212191241,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
86.0,希利創新_7-11 愿橋,1950upload,20260212,191101,否,AM693229E4-260212191101,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
87.0,希利創新_7-11 愿橋,1950upload,20260212,191042,否,AM693229E4-260212191042,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
88.0,希利創新_7-11 愿橋,1950upload,20260212,191022,否,AM693229E4-260212191022,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
89.0,希利創新_7-11 愿橋,1950upload,20260212,190949,否,AM693229E4-260212190949,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
90.0,希利創新_7-11 愿橋,1950upload,20260212,190933,否,AM693229E4-260212190933,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
91.0,希利創新_7-11 科有,1948upload,20260212,190934,否,AM692D244E-260212190934,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
92.0,希利創新_7-11 愿橋,1950upload,20260212,190905,否,AM693229E4-260212190905,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
93.0,希利創新_7-11 愿橋,1950upload,20260212,190844,否,AM693229E4-260212190844,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
94.0,希利創新_7-11 愿橋,1950upload,20260212,190830,否,AM693229E4-260212190830,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
95.0,希利創新_7-11 愿橋,1950upload,20260212,190710,否,AM693229E4-260212190710,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
96.0,希利創新_7-11 愿橋,1950upload,20260212,190647,否,AM693229E4-260212190647,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
97.0,希利創新_7-11 科有,1948upload,20260212,190637,否,AM691F15EC-260212190637,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05791,卡機未結帳,,10,10,0,,,1946,1948
98.0,希利創新_7-11 愿橋,1950upload,20260212,190621,否,AM693229E4-260212190621,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
99.0,希利創新_7-11 愿橋,1950upload,20260212,190558,否,AM693229E4-260212190558,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
100.0,希利創新_7-11 愿橋,1950upload,20260212,190537,否,AM693229E4-260212190537,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
101.0,希利創新_7-11 愿橋,1950upload,20260212,190529,否,AM69223B38-260212190529,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04673,卡機未結帳,,10,10,0,,,1946,1950
102.0,希利創新_7-11 科有,1948upload,20260212,190548,否,AM691F15EC-260212190548,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05791,卡機未結帳,,10,10,0,,,1946,1948
103.0,希利創新_7-11 愿橋,1950upload,20260212,190505,否,AM693229E4-260212190505,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
104.0,希利創新_7-11 愿橋,1950upload,20260212,190509,否,AM69223B38-260212190509,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04673,卡機未結帳,,10,10,0,,,1946,1950
105.0,希利創新_7-11 冠亨,1947upload,20260212,190423,否,AM691829A5-260212190423,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
106.0,希利創新_7-11 愿橋,1950upload,20260212,190437,否,AM693229E4-260212190437,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
107.0,希利創新_7-11 冠亨,1947upload,20260212,190357,否,AM691829A5-260212190357,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
108.0,希利創新_7-11 科有,1948upload,20260212,190209,否,AM692D244E-260212190209,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
109.0,希利創新_7-11 科有,1948upload,20260212,190148,否,AM692D244E-260212190148,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
110.0,希利創新_7-11 科有,1948upload,20260212,190130,否,AM692D244E-260212190130,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
111.0,希利創新_7-11 科有,1948upload,20260212,190112,否,AM692D244E-260212190112,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
112.0,希利創新_7-11 科有,1948upload,20260212,190044,否,AM692D244E-260212190044,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
113.0,希利創新_7-11 科有,1948upload,20260212,190025,否,AM692D244E-260212190025,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
114.0,希利創新_7-11 科有,1948upload,20260212,190007,否,AM692D244E-260212190007,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
115.0,希利創新_7-11 科有,1948upload,20260212,185920,否,AM692D244E-260212185920,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
116.0,希利創新_7-11 冠亨,1947upload,20260212,185217,否,AM69082E5C-260212185217,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
117.0,希利創新_7-11 冠亨,1947upload,20260212,183946,否,AM690F282E-260212183946,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
118.0,希利創新_7-11 冠亨,1947upload,20260212,183925,否,AM690F282E-260212183925,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
119.0,希利創新_7-11 冠亨,1947upload,20260212,183904,否,AM690F282E-260212183904,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
120.0,希利創新_7-11 冠亨,1947upload,20260212,183846,否,AM690F282E-260212183846,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
121.0,希利創新_7-11 冠亨,1947upload,20260212,183825,否,AM690F282E-260212183825,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
122.0,希利創新_7-11 冠亨,1947upload,20260212,183807,否,AM690F282E-260212183807,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
123.0,希利創新_7-11 冠亨,1947upload,20260212,183727,否,AM690F282E-260212183727,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
124.0,希利創新_7-11 冠亨,1947upload,20260212,183709,否,AM690F282E-260212183709,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
125.0,希利創新_7-11 冠亨,1947upload,20260212,183649,否,AM690F282E-260212183649,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
126.0,希利創新_7-11 冠亨,1947upload,20260212,183628,否,AM690F282E-260212183628,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
127.0,希利創新_7-11 冠亨,1947upload,20260212,183607,否,AM690F282E-260212183607,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
128.0,希利創新_7-11 冠亨,1947upload,20260212,183549,否,AM690F282E-260212183549,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
129.0,希利創新_7-11 冠亨,1947upload,20260212,183530,否,AM690F282E-260212183530,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
130.0,希利創新_7-11 冠亨,1947upload,20260212,183444,否,AM690F282E-260212183444,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
