序號,商店名稱,售貨員帳號,交易日期,交易時間,是否退款,交易序號,交易類別,卡號,發卡公司,卡別,發票號碼,發票類別,發票狀態,發票列印狀態,載具號碼,買方統編,卡機號碼,清分狀態,清分日期,原始金額,實際扣款金額,優惠金額,退款金額,行動支付交易序號,所屬公司ID,公司ID
11.0,希利創新_7-11 瑞賢,1953upload,20260213,230942,否,AM69190230-260213230942,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01950,卡機未結帳,,10,10,0,,,1946,1953
12.0,希利創新_7-11 瑞賢,1953upload,20260213,230931,否,AM69190230-260213230931,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01950,卡機未結帳,,10,10,0,,,1946,1953
13.0,希利創新_7-11 瑞賢,1953upload,20260213,230853,否,AM69081914-260213230853,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01977,卡機未結帳,,10,10,0,,,1946,1953
14.0,希利創新_7-11 瑞賢,1953upload,20260213,230823,否,AM69081914-260213230823,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01977,卡機未結帳,,10,10,0,,,1946,1953
15.0,希利創新_7-11 瑞賢,1953upload,20260213,230811,否,AM69081914-260213230811,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01977,卡機未結帳,,10,10,0,,,1946,1953
16.0,希利創新_7-11 瑞賢,1953upload,20260213,230758,否,AM69081914-260213230758,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01977,卡機未結帳,,10,10,0,,,1946,1953
17.0,希利創新_7-11 瑞賢,1953upload,20260213,230733,否,AM69081914-260213230733,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01977,卡機未結帳,,10,10,0,,,1946,1953
18.0,希利創新_7-11 瑞賢,1953upload,20260213,225833,否,AM691A31F3-260213225833,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
19.0,希利創新_7-11 瑞賢,1953upload,20260213,225814,否,AM691A31F3-260213225814,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
20.0,希利創新_7-11 瑞賢,1953upload,20260213,225801,否,AM691A31F3-260213225801,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
21.0,希利創新_7-11 瑞賢,1953upload,20260213,225752,否,AM691A31F3-260213225752,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
22.0,希利創新_7-11 瑞賢,1953upload,20260213,225724,否,AM691A31F3-260213225724,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
23.0,希利創新_7-11 瑞賢,1953upload,20260213,225713,否,AM691A31F3-260213225713,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
24.0,希利創新_7-11 瑞賢,1953upload,20260213,225659,否,AM691A31F3-260213225659,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
25.0,希利創新_7-11 瑞賢,1953upload,20260213,225646,否,AM691A31F3-260213225646,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
26.0,希利創新_7-11 瑞賢,1953upload,20260213,225634,否,AM691A31F3-260213225634,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
27.0,希利創新_7-11 瑞賢,1953upload,20260213,225512,否,AM691A31F3-260213225512,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
28.0,希利創新_7-11 瑞賢,1953upload,20260213,225447,否,AM691A31F3-260213225447,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
29.0,希利創新_7-11 瑞賢,1953upload,20260213,225433,否,AM691A31F3-260213225433,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
30.0,希利創新_7-11 瑞賢,1953upload,20260213,225420,否,AM691A31F3-260213225420,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
31.0,希利創新_7-11 瑞賢,1953upload,20260213,225406,否,AM691A31F3-260213225406,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
32.0,希利創新_7-11 瑞賢,1953upload,20260213,225355,否,AM691A31F3-260213225355,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
33.0,希利創新_7-11 瑞賢,1953upload,20260213,225341,否,AM691A31F3-260213225341,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
34.0,希利創新_7-11 瑞賢,1953upload,20260213,225330,否,AM691A31F3-260213225330,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
35.0,希利創新_7-11 瑞賢,1953upload,20260213,225317,否,AM691A31F3-260213225317,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
36.0,希利創新_7-11 瑞賢,1953upload,20260213,225305,否,AM691A31F3-260213225305,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
37.0,希利創新_7-11 瑞賢,1953upload,20260213,225249,否,AM691A31F3-260213225249,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
38.0,希利創新_7-11 瑞賢,1953upload,20260213,225224,否,AM691A31F3-260213225224,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
39.0,希利創新_7-11 瑞賢,1953upload,20260213,225210,否,AM691A31F3-260213225210,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
40.0,希利創新_7-11 瑞賢,1953upload,20260213,225157,否,AM691A31F3-260213225157,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
41.0,希利創新_7-11 瑞賢,1953upload,20260213,225145,否,AM691A31F3-260213225145,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
42.0,希利創新_7-11 瑞賢,1953upload,20260213,225134,否,AM691A31F3-260213225134,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
43.0,希利創新_7-11 瑞賢,1953upload,20260213,225120,否,AM691A31F3-260213225120,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
44.0,希利創新_7-11 瑞賢,1953upload,20260213,225104,否,AM691A31F3-260213225104,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
45.0,希利創新_7-11 瑞賢,1953upload,20260213,225048,否,AM691A31F3-260213225048,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
46.0,希利創新_7-11 瑞賢,1953upload,20260213,225035,否,AM691A31F3-260213225035,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
47.0,希利創新_7-11 瑞賢,1953upload,20260213,225019,否,AM691A31F3-260213225019,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
48.0,希利創新_7-11 瑞賢,1953upload,20260213,224951,否,AM691A31F3-260213224951,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01974,卡機未結帳,,10,10,0,,,1946,1953
49.0,希利創新_7-11 冠亨,1947upload,20260213,224124,否,AM691829A5-260213224124,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
50.0,希利創新_7-11 冠亨,1947upload,20260213,224103,否,AM692023CF-260213224103,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05769,卡機未結帳,,10,10,0,,,1946,1947
51.0,希利創新_7-11 冠亨,1947upload,20260213,223919,否,AM691829A5-260213223919,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
52.0,希利創新_7-11 冠亨,1947upload,20260213,223918,否,AM691829A5-260213223918,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
53.0,希利創新_7-11 冠亨,1947upload,20260213,223911,否,AM691829A5-260213223911,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
54.0,希利創新_7-11 高鳳儀,1952upload,20260213,221751,否,AM691021B5-260213221751,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
55.0,希利創新_7-11 高鳳儀,1952upload,20260213,221612,否,AM691021B5-260213221612,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
56.0,希利創新_7-11 高鳳儀,1952upload,20260213,221601,否,AM691021B5-260213221601,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
57.0,希利創新_7-11 高鳳儀,1952upload,20260213,221538,否,AM691021B5-260213221538,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
58.0,希利創新_7-11 高鳳儀,1952upload,20260213,221519,否,AM691021B5-260213221519,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
59.0,希利創新_7-11 高鳳儀,1952upload,20260213,221436,否,AM691021B5-260213221436,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
60.0,希利創新_7-11 高鳳儀,1952upload,20260213,221409,否,AM691021B5-260213221409,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
61.0,希利創新_7-11 愿橋,1950upload,20260213,221259,否,AM691808D2-260213221259,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01940,卡機未結帳,,10,10,0,,,1946,1950
62.0,希利創新_7-11 愿橋,1950upload,20260213,221233,否,AM69223B38-260213221233,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04673,卡機未結帳,,10,10,0,,,1946,1950
63.0,希利創新_7-11 愿橋,1950upload,20260213,214512,否,AM691808D2-260213214512,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01940,卡機未結帳,,10,10,0,,,1946,1950
64.0,希利創新_7-11 高鳳儀,1952upload,20260213,213027,否,AM69220CFA-260213213027,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04664,卡機未結帳,,10,10,0,,,1946,1952
65.0,希利創新_7-11 高鳳儀,1952upload,20260213,213014,否,AM691021B5-260213213014,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
66.0,希利創新_7-11 高鳳儀,1952upload,20260213,212312,否,AM69220CFA-260213212312,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04664,卡機未結帳,,10,10,0,,,1946,1952
67.0,希利創新_7-11 高鳳儀,1952upload,20260213,212244,否,AM69220CFA-260213212244,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04664,卡機未結帳,,10,10,0,,,1946,1952
68.0,希利創新_7-11 愿橋,1950upload,20260213,211957,否,AM693229E4-260213211957,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
69.0,希利創新_7-11 愿橋,1950upload,20260213,211908,否,AM693229E4-260213211908,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
70.0,希利創新_7-11 冠亨,1947upload,20260213,211827,否,AM69082E5C-260213211827,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
71.0,希利創新_7-11 愿橋,1950upload,20260213,211833,否,AM693229E4-260213211833,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
72.0,希利創新_7-11 冠亨,1947upload,20260213,211804,否,AM69082E5C-260213211804,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
73.0,希利創新_7-11 高鳳儀,1952upload,20260213,210055,否,AM69303D35-260213210055,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01825,卡機未結帳,,10,10,0,,,1946,1952
74.0,希利創新_7-11 科有,1948upload,20260213,205845,否,AM691200AE-260213205845,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
75.0,希利創新_7-11 科有,1948upload,20260213,205831,否,AM691200AE-260213205831,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
76.0,希利創新_7-11 高鳳儀,1952upload,20260213,205814,否,AM69303D35-260213205814,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01825,卡機未結帳,,10,10,0,,,1946,1952
77.0,希利創新_7-11 科有,1948upload,20260213,205818,否,AM691200AE-260213205818,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
78.0,希利創新_7-11 科有,1948upload,20260213,205759,否,AM691200AE-260213205759,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
79.0,希利創新_7-11 高鳳儀,1952upload,20260213,205805,否,AM69303D35-260213205805,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01825,卡機未結帳,,10,10,0,,,1946,1952
80.0,希利創新_7-11 科有,1948upload,20260213,205743,否,AM691200AE-260213205743,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
81.0,希利創新_7-11 高鳳儀,1952upload,20260213,205651,否,AM69220CFA-260213205651,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04664,卡機未結帳,,10,10,0,,,1946,1952
82.0,希利創新_7-11 高鳳儀,1952upload,20260213,205643,否,AM69303D35-260213205643,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01825,卡機未結帳,,10,10,0,,,1946,1952
83.0,希利創新_7-11 高鳳儀,1952upload,20260213,205640,否,AM69220CFA-260213205640,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04664,卡機未結帳,,10,10,0,,,1946,1952
84.0,希利創新_7-11 十興,1949upload,20260213,205240,否,AM6924094B-260213205240,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
85.0,希利創新_7-11 十興,1949upload,20260213,205226,否,AM6924094B-260213205226,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
86.0,希利創新_7-11 十興,1949upload,20260213,205210,否,AM6924094B-260213205210,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
87.0,希利創新_7-11 十興,1949upload,20260213,205152,否,AM6924094B-260213205152,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
88.0,希利創新_7-11 十興,1949upload,20260213,205136,否,AM6924094B-260213205136,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
89.0,希利創新_7-11 十興,1949upload,20260213,205118,否,AM6924094B-260213205118,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
90.0,希利創新_7-11 科有,1948upload,20260213,205115,否,AM691200AE-260213205115,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
91.0,希利創新_7-11 十興,1949upload,20260213,205102,否,AM6924094B-260213205102,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
92.0,希利創新_7-11 科有,1948upload,20260213,205056,否,AM691F15EC-260213205056,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05791,卡機未結帳,,10,10,0,,,1946,1948
93.0,希利創新_7-11 瑞賢,1953upload,20260213,204925,否,AM69110B63-260213204925,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01976,卡機未結帳,,10,10,0,,,1946,1953
94.0,希利創新_7-11 十興,1949upload,20260213,204753,否,AM6924094B-260213204753,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
95.0,希利創新_7-11 十興,1949upload,20260213,204713,否,AM6924094B-260213204713,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05794,卡機未結帳,,10,10,0,,,1946,1949
96.0,希利創新_7-11 科有,1948upload,20260213,204625,否,AM692D244E-260213204625,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
97.0,希利創新_7-11 科有,1948upload,20260213,204604,否,AM692D244E-260213204604,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
98.0,希利創新_7-11 科有,1948upload,20260213,204550,否,AM692D244E-260213204550,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
99.0,希利創新_7-11 科有,1948upload,20260213,204532,否,AM692D244E-260213204532,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
100.0,希利創新_7-11 科有,1948upload,20260213,204509,否,AM692D244E-260213204509,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
101.0,希利創新_7-11 科有,1948upload,20260213,204448,否,AM692D244E-260213204448,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
102.0,希利創新_7-11 瑞賢,1953upload,20260213,204418,否,AM69110B63-260213204418,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01976,卡機未結帳,,10,10,0,,,1946,1953
103.0,希利創新_7-11 科有,1948upload,20260213,204418,否,AM692D244E-260213204418,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
104.0,希利創新_7-11 瑞賢,1953upload,20260213,204359,否,AM69110B63-260213204359,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01976,卡機未結帳,,10,10,0,,,1946,1953
105.0,希利創新_7-11 科有,1948upload,20260213,204345,否,AM691200AE-260213204345,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
106.0,希利創新_7-11 瑞賢,1953upload,20260213,204334,否,AM69110B63-260213204334,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01976,卡機未結帳,,10,10,0,,,1946,1953
107.0,希利創新_7-11 科有,1948upload,20260213,204243,否,AM692D244E-260213204243,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
108.0,希利創新_7-11 科有,1948upload,20260213,204222,否,AM692D244E-260213204222,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
109.0,希利創新_7-11 科有,1948upload,20260213,204140,否,AM692D244E-260213204140,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
110.0,希利創新_7-11 科有,1948upload,20260213,203948,否,AM69241B85-260213203948,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05751,卡機未結帳,,10,10,0,,,1946,1948
111.0,希利創新_7-11 科有,1948upload,20260213,203924,否,AM69241B85-260213203924,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05751,卡機未結帳,,10,10,0,,,1946,1948
112.0,希利創新_7-11 科有,1948upload,20260213,203859,否,AM69241B85-260213203859,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05751,卡機未結帳,,10,10,0,,,1946,1948
113.0,希利創新_7-11 科有,1948upload,20260213,203838,否,AM69241B85-260213203838,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05751,卡機未結帳,,10,10,0,,,1946,1948
114.0,希利創新_7-11 高鳳儀,1952upload,20260213,203109,否,AM691021B5-260213203109,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
115.0,希利創新_7-11 高鳳儀,1952upload,20260213,203054,否,AM691021B5-260213203054,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
116.0,希利創新_7-11 冠亨,1947upload,20260213,202631,否,AM691829A5-260213202631,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
117.0,希利創新_7-11 冠亨,1947upload,20260213,202554,否,AM691829A5-260213202554,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
118.0,希利創新_7-11 科有,1948upload,20260213,202325,否,AM692D244E-260213202325,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
119.0,希利創新_7-11 科有,1948upload,20260213,202232,否,AM691200AE-260213202232,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
120.0,希利創新_7-11 科有,1948upload,20260213,202217,否,AM692D244E-260213202217,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
121.0,希利創新_7-11 科有,1948upload,20260213,202201,否,AM692D244E-260213202201,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
122.0,希利創新_7-11 科有,1948upload,20260213,202150,否,AM692D244E-260213202150,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
123.0,希利創新_7-11 科有,1948upload,20260213,202129,否,AM692D244E-260213202129,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
124.0,希利創新_7-11 科有,1948upload,20260213,202118,否,AM692D244E-260213202118,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
125.0,希利創新_7-11 科有,1948upload,20260213,202105,否,AM692D244E-260213202105,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
126.0,希利創新_7-11 科有,1948upload,20260213,202053,否,AM692D244E-260213202053,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
127.0,希利創新_7-11 科有,1948upload,20260213,202020,否,AM691200AE-260213202020,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
128.0,希利創新_7-11 科有,1948upload,20260213,202008,否,AM691200AE-260213202008,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
129.0,希利創新_7-11 科有,1948upload,20260213,202037,否,AM692D244E-260213202037,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05758,卡機未結帳,,10,10,0,,,1946,1948
130.0,希利創新_7-11 科有,1948upload,20260213,201955,否,AM691200AE-260213201955,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05760,卡機未結帳,,10,10,0,,,1946,1948
